Chr	Start	End 	Value
2 119000000 120000000 2856
2 120000000 121000000 2051
2 121000000 122000000 1988
2 122000000 123000000 2103
2 123000000 124000000 3105
2 124000000 125000000 3336
2 125000000 126000000 2975
2 126000000 127000000 4814
2 127000000 128000000 3278
2 128000000 129000000 3564
2 129000000 130000000 2022
2 130000000 131000000 6021
2 131000000 132000000 5156
2 132000000 133000000 3084
2 133000000 134000000 3859
2 134000000 135000000 3050
2 135000000 136000000 2221
2 136000000 137000000 2172
2 137000000 138000000 4006
2 138000000 139000000 3256
2 139000000 140000000 3217
2 140000000 141000000 3645
2 141000000 142000000 3003
2 142000000 143000000 2797
2 143000000 144000000 4320
2 144000000 145000000 3306
2 145000000 146000000 4581
2 146000000 147000000 3466
2 147000000 148000000 2987
2 148000000 149000000 2987
2 149000000 150000000 2323
2 150000000 151000000 3350
2 151000000 152000000 4314
2 152000000 153000000 3639
2 153000000 154000000 3902
2 154000000 155000000 4267
2 155000000 156000000 5173
2 156000000 157000000 3664
2 157000000 158000000 3108
2 158000000 159000000 2587
2 159000000 160000000 3469
2 160000000 161000000 3146
2 161000000 162000000 2301
2 162000000 163000000 3357
2 163000000 164000000 3085
2 164000000 165000000 2346
2 165000000 166000000 3223
2 166000000 167000000 4967
2 167000000 168000000 4458
2 168000000 169000000 3886
2 169000000 170000000 3507
2 170000000 171000000 3482
2 171000000 172000000 3858
2 172000000 173000000 8273
2 173000000 174000000 2763
2 174000000 175000000 3367
2 175000000 176000000 2772
2 176000000 177000000 4718
2 177000000 178000000 3066
2 178000000 179000000 3235
2 179000000 180000000 2208
2 180000000 181000000 2905
2 181000000 182000000 2039
2 182000000 183000000 1801
2 183000000 184000000 3061
2 184000000 185000000 4099
2 185000000 186000000 3723
2 186000000 187000000 2747
2 187000000 188000000 3501
2 188000000 189000000 3377
2 189000000 190000000 2952
2 190000000 191000000 2685
2 191000000 192000000 2879
2 192000000 193000000 3027
2 193000000 194000000 1707
2 194000000 195000000 3894
2 195000000 196000000 4532
2 196000000 197000000 3599
2 197000000 198000000 5245
2 198000000 199000000 2071
2 199000000 200000000 1421
2 200000000 201000000 2130
2 201000000 202000000 3489
2 202000000 203000000 1365
2 203000000 204000000 1035
2 204000000 204367342 714
3 0 1000000 2346
3 1000000 2000000 1071
3 2000000 3000000 2092
3 3000000 4000000 1092
3 4000000 5000000 2568
3 5000000 6000000 1501
3 6000000 7000000 2834
3 7000000 8000000 3205
3 8000000 9000000 3542
3 9000000 10000000 3980
3 10000000 11000000 4590
3 11000000 12000000 3658
3 12000000 13000000 3934
3 13000000 14000000 3024
3 14000000 15000000 2643
3 15000000 16000000 2714
3 16000000 17000000 3773
3 17000000 18000000 2206
3 18000000 19000000 2353
3 19000000 20000000 2667
3 20000000 21000000 2047
3 21000000 22000000 3358
3 22000000 23000000 3634
3 23000000 24000000 2272
3 24000000 25000000 1888
3 25000000 26000000 2690
3 26000000 27000000 2762
3 27000000 28000000 2378
3 28000000 29000000 4206
3 29000000 30000000 5058
3 30000000 31000000 4842
3 31000000 32000000 4952
3 32000000 33000000 3179
3 33000000 34000000 2889
3 34000000 35000000 2156
3 35000000 36000000 1816
3 36000000 37000000 2471
3 37000000 38000000 2254
3 38000000 39000000 3660
3 39000000 40000000 4295
3 40000000 41000000 7013
3 41000000 42000000 4897
3 42000000 43000000 1364
3 43000000 44000000 2865
3 44000000 45000000 4398
3 45000000 46000000 2361
3 46000000 47000000 4494
3 47000000 48000000 3646
3 48000000 49000000 3047
3 49000000 50000000 3577
3 50000000 51000000 3505
3 51000000 52000000 3395
3 52000000 53000000 2534
3 53000000 54000000 2289
3 54000000 55000000 2500
3 55000000 56000000 10270
3 56000000 57000000 3108
3 57000000 58000000 4164
3 58000000 59000000 3822
3 59000000 60000000 1759
3 60000000 61000000 3037
3 61000000 62000000 9619
3 62000000 63000000 4753
3 63000000 64000000 1215
3 64000000 65000000 2818
3 65000000 66000000 2202
3 66000000 67000000 1578
3 67000000 68000000 2097
3 68000000 69000000 2592
3 69000000 70000000 4521
3 70000000 71000000 4748
3 71000000 72000000 5909
3 72000000 73000000 4119
3 73000000 74000000 1746
3 74000000 75000000 3433
3 75000000 76000000 5060
3 76000000 77000000 3947
3 77000000 78000000 3994
3 78000000 79000000 4763
3 79000000 80000000 4089
3 80000000 81000000 2611
3 81000000 82000000 2480
3 82000000 83000000 3405
3 83000000 84000000 3362
3 84000000 85000000 5014
3 85000000 86000000 4956
3 86000000 87000000 3881
3 87000000 88000000 4068
3 88000000 89000000 4194
3 89000000 90000000 4376
3 90000000 91000000 3247
3 91000000 92000000 3115
3 92000000 93000000 3945
3 93000000 94000000 3685
3 94000000 95000000 5294
3 95000000 96000000 5117
3 96000000 97000000 3968
3 97000000 98000000 4076
3 98000000 99000000 2488
3 99000000 100000000 2017
3 100000000 101000000 2881
3 101000000 102000000 4214
3 102000000 103000000 3168
3 103000000 104000000 3015
3 104000000 105000000 3530
3 105000000 106000000 4721
3 106000000 107000000 3236
3 107000000 108000000 3658
3 108000000 109000000 3264
3 109000000 110000000 3762
3 110000000 111000000 3803
3 111000000 112000000 3936
3 112000000 113000000 2456
3 113000000 114000000 2463
3 114000000 115000000 2557
3 115000000 116000000 4000
3 116000000 117000000 3214
3 117000000 118000000 4006
3 118000000 119000000 3552
3 119000000 120000000 3540
3 120000000 121000000 3455
3 121000000 122000000 3115
3 122000000 123000000 3374
3 123000000 124000000 3022
3 124000000 125000000 2779
3 125000000 126000000 2951
3 126000000 127000000 2895
3 127000000 128000000 2609
3 128000000 129000000 2626
3 129000000 130000000 2302
3 130000000 131000000 2481
3 131000000 132000000 3183
3 132000000 133000000 3781
3 133000000 134000000 4646
3 134000000 135000000 3254
3 135000000 136000000 3811
3 136000000 137000000 5714
3 137000000 138000000 5655
3 138000000 139000000 4477
3 139000000 140000000 4566
3 140000000 141000000 4294
3 141000000 142000000 3723
3 142000000 143000000 3634
3 143000000 144000000 3415
3 144000000 145000000 3171
3 145000000 146000000 4964
3 146000000 147000000 4871
3 147000000 148000000 3886
3 148000000 149000000 3463
3 149000000 150000000 3950
3 150000000 151000000 4009
3 151000000 152000000 2856
3 152000000 153000000 2361
3 153000000 154000000 2696
3 154000000 155000000 2429
3 155000000 156000000 3056
3 156000000 157000000 3550
3 157000000 158000000 3564
3 158000000 159000000 2571
3 159000000 160000000 3486
3 160000000 161000000 2851
3 161000000 162000000 4256
3 162000000 163000000 3602
3 163000000 164000000 3611
3 164000000 165000000 3086
3 165000000 166000000 2347
3 166000000 167000000 2842
3 167000000 168000000 3902
3 168000000 169000000 2961
3 169000000 170000000 2857
3 170000000 171000000 1906
3 171000000 172000000 3380
3 172000000 173000000 4324
3 173000000 174000000 3748
3 174000000 175000000 4117
3 175000000 176000000 3302
3 176000000 177000000 3847
3 177000000 178000000 3886
3 178000000 179000000 3791
3 179000000 180000000 5216
3 180000000 181000000 3461
3 181000000 182000000 2925
3 182000000 183000000 1554
3 183000000 184000000 2814
3 184000000 185000000 3022
3 185000000 186000000 1932
3 186000000 187000000 3240
3 187000000 188000000 1893
3 188000000 189000000 1574
3 189000000 189657161 2047
4 0 1000000 3748
4 1000000 2000000 2132
4 2000000 3000000 3505
4 3000000 4000000 3811
4 4000000 5000000 2527
4 5000000 6000000 3191
4 6000000 7000000 3515
4 7000000 8000000 2455
4 8000000 9000000 3406
4 9000000 10000000 3030
4 10000000 11000000 3546
4 11000000 12000000 3125
4 12000000 13000000 3696
4 13000000 14000000 2907
4 14000000 15000000 2058
4 15000000 16000000 2737
4 16000000 17000000 2948
4 17000000 18000000 2459
4 18000000 19000000 4183
4 19000000 20000000 2980
4 20000000 21000000 3949
4 21000000 22000000 4795
4 22000000 23000000 4112
4 23000000 24000000 4816
4 24000000 25000000 4004
4 25000000 26000000 3352
4 26000000 27000000 1792
4 27000000 28000000 1266
4 28000000 29000000 3387
4 29000000 30000000 3165
4 30000000 31000000 2822
4 31000000 32000000 2096
4 32000000 33000000 3653
4 33000000 34000000 4996
4 34000000 35000000 5954
4 35000000 36000000 5322
4 36000000 37000000 3132
4 37000000 38000000 2609
4 38000000 39000000 3304
4 39000000 40000000 3388
4 40000000 41000000 4117
4 41000000 42000000 3394
4 42000000 43000000 5176
4 43000000 44000000 4055
4 44000000 45000000 4012
4 45000000 46000000 2784
4 46000000 47000000 3723
4 47000000 48000000 5520
4 48000000 49000000 4722
4 49000000 50000000 2935
4 50000000 51000000 3525
4 51000000 52000000 3604
4 52000000 53000000 2165
4 53000000 54000000 1972
4 54000000 55000000 3822
4 55000000 56000000 2262
4 56000000 57000000 2826
4 57000000 58000000 3246
4 58000000 59000000 2039
4 59000000 60000000 3859
4 60000000 61000000 3584
4 61000000 62000000 4257
4 62000000 63000000 3800
4 63000000 64000000 2111
4 64000000 65000000 2503
4 65000000 66000000 3800
4 66000000 67000000 3291
4 67000000 68000000 4035
4 68000000 69000000 4228
4 69000000 70000000 4786
4 70000000 71000000 3223
4 71000000 72000000 3883
4 72000000 73000000 5502
4 73000000 74000000 5722
4 74000000 75000000 2173
4 75000000 76000000 2391
4 76000000 77000000 5197
4 77000000 78000000 5150
4 78000000 79000000 2357
4 79000000 80000000 1789
4 80000000 81000000 3902
4 81000000 82000000 3541
4 82000000 83000000 3142
4 83000000 84000000 2297
4 84000000 85000000 2750
4 85000000 86000000 2144
4 86000000 87000000 2288
4 87000000 88000000 2406
4 88000000 89000000 2526
4 89000000 90000000 2512
4 90000000 91000000 2202
4 91000000 92000000 2339
4 92000000 93000000 3720
4 93000000 94000000 3889
4 94000000 95000000 2661
4 95000000 96000000 4022
4 96000000 97000000 3174
4 97000000 98000000 869
4 98000000 99000000 1915
4 99000000 100000000 1724
4 100000000 101000000 2636
4 101000000 102000000 3695
4 102000000 103000000 3577
4 103000000 104000000 2728
4 104000000 105000000 1998
4 105000000 106000000 3608
4 106000000 107000000 2873
4 107000000 108000000 4436
4 108000000 109000000 3706
4 109000000 110000000 4312
4 110000000 111000000 5435
4 111000000 112000000 4555
4 112000000 113000000 2973
4 113000000 114000000 3239
4 114000000 115000000 3131
4 115000000 116000000 3202
4 116000000 117000000 4586
4 117000000 118000000 4452
4 118000000 119000000 4082
4 119000000 120000000 3170
4 120000000 121000000 2352
4 121000000 122000000 4013
4 122000000 123000000 5182
4 123000000 124000000 4851
4 124000000 125000000 4319
4 125000000 126000000 3376
4 126000000 127000000 3171
4 127000000 128000000 3912
4 128000000 129000000 5642
4 129000000 130000000 3942
4 130000000 131000000 4156
4 131000000 132000000 4373
4 132000000 133000000 3485
4 133000000 134000000 3205
4 134000000 135000000 3441
4 135000000 136000000 4424
4 136000000 137000000 4677
4 137000000 138000000 3316
4 138000000 139000000 2575
4 139000000 140000000 3496
4 140000000 141000000 3513
4 141000000 142000000 2507
4 142000000 143000000 3423
4 143000000 144000000 3213
4 144000000 145000000 6049
4 145000000 146000000 5183
4 146000000 147000000 2151
4 147000000 148000000 2478
4 148000000 149000000 2789
4 149000000 150000000 3064
4 150000000 151000000 3513
4 151000000 152000000 4303
4 152000000 153000000 3284
4 153000000 154000000 5004
4 154000000 155000000 3908
4 155000000 156000000 3566
4 156000000 157000000 4437
4 157000000 158000000 2386
4 158000000 159000000 2994
4 159000000 160000000 3959
4 160000000 161000000 2705
4 161000000 162000000 2920
4 162000000 163000000 3201
4 163000000 164000000 3910
4 164000000 165000000 3235
4 165000000 166000000 3584
4 166000000 167000000 4430
4 167000000 168000000 3612
4 168000000 169000000 3339
4 169000000 170000000 4687
4 170000000 171000000 3743
4 171000000 172000000 2771
4 172000000 173000000 3623
4 173000000 174000000 2509
4 174000000 175000000 2896
4 175000000 176000000 2612
4 176000000 177000000 2765
4 177000000 178000000 3610
4 178000000 179000000 4408
4 179000000 180000000 5501
4 180000000 181000000 4435
4 181000000 182000000 3589
4 182000000 183000000 4818
4 183000000 184000000 4442
4 184000000 185000000 2395
4 185000000 186000000 2706
4 186000000 187000000 1936
4 187000000 187750930 1715
5 0 1000000 3714
5 1000000 2000000 4405
5 2000000 3000000 3423
5 3000000 4000000 4322
5 4000000 5000000 4168
5 5000000 6000000 4107
5 6000000 7000000 8038
5 7000000 8000000 2418
5 8000000 9000000 2787
5 9000000 10000000 3886
5 10000000 11000000 3886
5 11000000 12000000 3826
5 12000000 13000000 7340
5 13000000 14000000 3349
5 14000000 15000000 1519
5 15000000 16000000 4227
5 16000000 17000000 4049
5 17000000 18000000 3499
5 18000000 19000000 4043
5 19000000 20000000 4754
5 20000000 21000000 3387
5 21000000 22000000 4870
5 22000000 23000000 4061
5 23000000 24000000 3890
5 24000000 25000000 4457
5 25000000 26000000 4673
5 26000000 27000000 4939
5 27000000 28000000 2914
5 28000000 29000000 3073
5 29000000 30000000 4176
5 30000000 31000000 3172
5 31000000 32000000 3271
5 32000000 33000000 3197
5 33000000 34000000 3690
5 34000000 35000000 3255
5 35000000 36000000 3169
5 36000000 37000000 2740
5 37000000 38000000 3706
5 38000000 39000000 3125
5 39000000 40000000 3505
5 40000000 41000000 5441
5 41000000 42000000 6028
5 42000000 43000000 3324
5 43000000 44000000 2463
5 44000000 45000000 4574
5 45000000 46000000 5090
5 46000000 47000000 4826
5 47000000 48000000 3802
5 48000000 49000000 3504
5 49000000 50000000 2911
5 50000000 51000000 3720
5 51000000 52000000 2785
5 52000000 53000000 3690
5 53000000 54000000 3696
5 54000000 55000000 3482
5 55000000 56000000 1712
5 56000000 57000000 3683
5 57000000 58000000 4001
5 58000000 59000000 4098
5 59000000 60000000 5050
5 60000000 61000000 5023
5 61000000 62000000 3550
5 62000000 63000000 3390
5 63000000 64000000 3734
5 64000000 65000000 5703
5 65000000 66000000 2553
5 66000000 67000000 2760
5 67000000 68000000 2299
5 68000000 69000000 2075
5 69000000 70000000 3824
5 70000000 71000000 2187
5 71000000 72000000 2618
5 72000000 73000000 3368
5 73000000 74000000 2556
5 74000000 75000000 5779
5 75000000 76000000 5318
5 76000000 77000000 4611
5 77000000 78000000 5052
5 78000000 79000000 3653
5 79000000 80000000 4187
5 80000000 81000000 3886
5 81000000 82000000 2787
5 82000000 83000000 2698
5 83000000 84000000 3534
5 84000000 85000000 3912
5 85000000 86000000 3743
5 86000000 87000000 4862
5 87000000 88000000 3396
5 88000000 89000000 3292
5 89000000 90000000 4249
5 90000000 91000000 3543
5 91000000 92000000 3789
5 92000000 93000000 2994
5 93000000 94000000 4133
5 94000000 95000000 4780
5 95000000 96000000 2842
5 96000000 97000000 2992
5 97000000 98000000 3933
5 98000000 99000000 3677
5 99000000 100000000 3648
5 100000000 101000000 4505
5 101000000 102000000 4683
5 102000000 103000000 4207
5 103000000 104000000 3928
5 104000000 105000000 3355
5 105000000 106000000 2653
5 106000000 107000000 4640
5 107000000 108000000 3761
5 108000000 109000000 3392
5 109000000 110000000 2768
5 110000000 111000000 2948
5 111000000 112000000 2602
5 112000000 113000000 1555
5 113000000 114000000 1931
5 114000000 115000000 2093
5 115000000 116000000 1540
5 116000000 117000000 2175
5 117000000 118000000 4272
5 118000000 119000000 3170
5 119000000 120000000 1546
5 120000000 121000000 3127
5 121000000 122000000 3777
5 122000000 123000000 4103
5 123000000 124000000 4492
5 124000000 125000000 2808
5 125000000 126000000 4565
5 126000000 127000000 4626
5 127000000 128000000 2601
5 128000000 129000000 3824
5 129000000 130000000 3099
5 130000000 131000000 4247
5 131000000 132000000 3075
5 132000000 133000000 3024
5 133000000 134000000 2579
5 134000000 135000000 3371
5 135000000 136000000 3652
5 136000000 137000000 3891
5 137000000 138000000 3681
5 138000000 139000000 3423
5 139000000 140000000 3650
5 140000000 141000000 2705
5 141000000 142000000 3223
5 142000000 143000000 3821
5 143000000 144000000 4473
5 144000000 145000000 4480
5 145000000 146000000 4918
5 146000000 147000000 4498
5 147000000 148000000 5247
5 148000000 149000000 4078
5 149000000 150000000 3773
5 150000000 151000000 3281
5 151000000 152000000 4852
5 152000000 153000000 4515
5 153000000 154000000 3265
5 154000000 155000000 3060
5 155000000 156000000 3128
5 156000000 157000000 4356
5 157000000 158000000 3172
5 158000000 159000000 3138
5 159000000 160000000 3540
5 160000000 161000000 3388
5 161000000 162000000 3243
5 162000000 163000000 2783
5 163000000 164000000 4309
5 164000000 165000000 2398
5 165000000 166000000 2620
5 166000000 167000000 4004
5 167000000 168000000 3327
5 168000000 169000000 3805
5 169000000 170000000 2149
5 170000000 171000000 2368
5 171000000 172000000 1728
5 172000000 173000000 1306
5 173000000 174000000 1880
5 174000000 175000000 1593
5 175000000 176000000 2531
5 176000000 177000000 2083
5 177000000 178000000 2023
5 178000000 179000000 2675
5 179000000 180000000 2419
5 180000000 181000000 3579
5 181000000 181665744 961
6 0 1000000 2985
6 1000000 2000000 5786
6 2000000 3000000 9792
6 3000000 4000000 7722
6 4000000 5000000 8726
6 5000000 6000000 13342
6 6000000 7000000 6864
6 7000000 8000000 3048
6 8000000 9000000 2205
6 9000000 10000000 2477
6 10000000 11000000 2804
6 11000000 12000000 3276
6 12000000 13000000 3318
6 13000000 14000000 3186
6 14000000 15000000 4548
6 15000000 16000000 4200
6 16000000 17000000 4011
6 17000000 18000000 4212
6 18000000 19000000 4855
6 19000000 20000000 4507
6 20000000 21000000 3908
6 21000000 22000000 3436
6 22000000 23000000 4876
6 23000000 24000000 4145
6 24000000 25000000 6766
6 25000000 26000000 3765
6 26000000 27000000 5247
6 27000000 28000000 5588
6 28000000 29000000 4206
6 29000000 30000000 11773
6 30000000 31000000 3009
6 31000000 32000000 3651
6 32000000 33000000 3087
6 33000000 34000000 4019
6 34000000 35000000 4266
6 35000000 36000000 2822
6 36000000 37000000 4717
6 37000000 38000000 2929
6 38000000 39000000 2054
6 39000000 40000000 2053
6 40000000 41000000 3438
6 41000000 42000000 3452
6 42000000 43000000 2380
6 43000000 44000000 4871
6 44000000 45000000 3414
6 45000000 46000000 3873
6 46000000 47000000 3137
6 47000000 48000000 4214
6 48000000 49000000 4011
6 49000000 50000000 4071
6 50000000 51000000 4283
6 51000000 52000000 4916
6 52000000 53000000 4154
6 53000000 54000000 2866
6 54000000 55000000 3834
6 55000000 56000000 3885
6 56000000 57000000 3672
6 57000000 58000000 3967
6 58000000 59000000 2788
6 59000000 60000000 3643
6 60000000 61000000 4236
6 61000000 62000000 3513
6 62000000 63000000 3311
6 63000000 64000000 4226
6 64000000 65000000 4642
6 65000000 66000000 2659
6 66000000 67000000 4779
6 67000000 68000000 4037
6 68000000 69000000 3522
6 69000000 70000000 2298
6 70000000 71000000 2118
6 71000000 72000000 2003
6 72000000 73000000 1715
6 73000000 74000000 1960
6 74000000 75000000 3508
6 75000000 76000000 4830
6 76000000 77000000 4212
6 77000000 78000000 4786
6 78000000 79000000 2974
6 79000000 80000000 3289
6 80000000 81000000 4336
6 81000000 82000000 3650
6 82000000 83000000 4544
6 83000000 84000000 2957
6 84000000 85000000 3785
6 85000000 86000000 4462
6 86000000 87000000 4656
6 87000000 88000000 3718
6 88000000 89000000 5117
6 89000000 90000000 4386
6 90000000 91000000 2328
6 91000000 92000000 2570
6 92000000 93000000 2815
6 93000000 94000000 2918
6 94000000 95000000 3156
6 95000000 96000000 3001
6 96000000 97000000 2348
